Platform,Category,Problem Name,URL,Difficulty,Key Concept
LeetCode,Heap,778. Reorganize String,https://leetcode.com/problems/reorganize-string,Medium,Heap (Priority Queue)
LeetCode,Heap,794. Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water,Hard,Heap (Priority Queue)
LeetCode,Heap,802. K-th Smallest Prime Fraction,https://leetcode.com/problems/k-th-smallest-prime-fraction,Medium,Heap (Priority Queue)
LeetCode,Heap,803. Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops,Medium,Heap (Priority Queue)
LeetCode,Heap,885. Exam Room,https://leetcode.com/problems/exam-room,Medium,Heap (Priority Queue)
LeetCode,Heap,887. Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,Hard,Heap (Priority Queue)
LeetCode,Heap,892. Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,Hard,Heap (Priority Queue)
LeetCode,Heap,902. Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops,Hard,Heap (Priority Queue)
LeetCode,Heap,918. Reachable Nodes In Subdivided Graph,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph,Hard,Heap (Priority Queue)
LeetCode,Heap,948. Sort an Array,https://leetcode.com/problems/sort-an-array,Medium,Heap (Priority Queue)
LeetCode,Heap,1014. K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin,Medium,Heap (Priority Queue)
LeetCode,Heap,1127. Last Stone Weight,https://leetcode.com/problems/last-stone-weight,Easy,Heap (Priority Queue)
LeetCode,Heap,1140. Distant Barcodes,https://leetcode.com/problems/distant-barcodes,Medium,Heap (Priority Queue)
LeetCode,Heap,1052. Campus Bikes,https://leetcode.com/problems/campus-bikes,Medium,Heap (Priority Queue)
LeetCode,Heap,1074. High Five,https://leetcode.com/problems/high-five,Easy,Heap (Priority Queue)
LeetCode,Heap,1184. Car Pooling,https://leetcode.com/problems/car-pooling,Medium,Heap (Priority Queue)
LeetCode,Heap,1099. Path With Maximum Minimum Value,https://leetcode.com/problems/path-with-maximum-minimum-value,Medium,Heap (Priority Queue)
LeetCode,Heap,1100. Connecting Cities With Minimum Cost,https://leetcode.com/problems/connecting-cities-with-minimum-cost,Medium,Heap (Priority Queue)
LeetCode,Heap,1126. Minimum Cost to Connect Sticks,https://leetcode.com/problems/minimum-cost-to-connect-sticks,Medium,Heap (Priority Queue)
LeetCode,Heap,1144. Optimize Water Distribution in a Village,https://leetcode.com/problems/optimize-water-distribution-in-a-village,Hard,Heap (Priority Queue)
LeetCode,Heap,1270. Dinner Plate Stacks,https://leetcode.com/problems/dinner-plate-stacks,Hard,Heap (Priority Queue)
LeetCode,Heap,1152. Maximum Number of Ones,https://leetcode.com/problems/maximum-number-of-ones,Hard,Heap (Priority Queue)
LeetCode,Heap,1167. Minimum Time to Build Blocks,https://leetcode.com/problems/minimum-time-to-build-blocks,Hard,Heap (Priority Queue)
LeetCode,Heap,1389. Minimum Moves to Move a Box to Their Target Location,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location,Hard,Heap (Priority Queue)
LeetCode,Heap,1397. Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,Medium,Heap (Priority Queue)
LeetCode,Heap,1463. The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix,Easy,Heap (Priority Queue)
LeetCode,Heap,1464. Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half,Medium,Heap (Priority Queue)
LeetCode,Heap,1478. Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,Medium,Heap (Priority Queue)
LeetCode,Heap,1479. Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums,Hard,Heap (Priority Queue)
LeetCode,Heap,1485. Minimum Cost to Make at Least One Valid Path in a Grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard,Heap (Priority Queue)
LeetCode,Heap,1499. Maximum Performance of a Team,https://leetcode.com/problems/maximum-performance-of-a-team,Hard,Heap (Priority Queue)
LeetCode,Heap,1489. Pizza With 3n Slices,https://leetcode.com/problems/pizza-with-3n-slices,Hard,Heap (Priority Queue)
LeetCode,Heap,1304. Longest Happy String,https://leetcode.com/problems/longest-happy-string,Medium,Heap (Priority Queue)
LeetCode,Heap,1539. Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii,Medium,Heap (Priority Queue)
LeetCode,Heap,1286. Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum,Hard,Heap (Priority Queue)
LeetCode,Heap,1549. Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Medium,Heap (Priority Queue)
LeetCode,Heap,1550. Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Hard,Heap (Priority Queue)
LeetCode,Heap,1574. Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,Easy,Heap (Priority Queue)
LeetCode,Heap,1612. Avoid Flood in The City,https://leetcode.com/problems/avoid-flood-in-the-city,Medium,Heap (Priority Queue)
LeetCode,Heap,1622. Max Value of Equation,https://leetcode.com/problems/max-value-of-equation,Hard,Heap (Priority Queue)
LeetCode,Heap,1640. Design a File Sharing System,https://leetcode.com/problems/design-a-file-sharing-system,Medium,Heap (Priority Queue)
LeetCode,Heap,1325. Path with Maximum Probability,https://leetcode.com/problems/path-with-maximum-probability,Medium,Heap (Priority Queue)
LeetCode,Heap,1710. Find Servers That Handled Most Number of Requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,Hard,Heap (Priority Queue)
LeetCode,Heap,1753. Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,Medium,Heap (Priority Queue)
LeetCode,Heap,1762. Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,Medium,Heap (Priority Queue)
LeetCode,Heap,1771. Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,Medium,Heap (Priority Queue)
LeetCode,Heap,1794. Minimize Deviation in Array,https://leetcode.com/problems/minimize-deviation-in-array,Hard,Heap (Priority Queue)
LeetCode,Heap,1788. Stone Game VI,https://leetcode.com/problems/stone-game-vi,Medium,Heap (Priority Queue)
LeetCode,Heap,1789. Delivering Boxes from Storage to Ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,Hard,Heap (Priority Queue)
LeetCode,Heap,1814. Jump Game VI,https://leetcode.com/problems/jump-game-vi,Medium,Heap (Priority Queue)
LeetCode,Heap,1824. Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,Medium,Heap (Priority Queue)
LeetCode,Heap,1865. Checking Existence of Edge Length Limited Paths II,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,1860. Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,Medium,Heap (Priority Queue)
LeetCode,Heap,1879. Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,Medium,Heap (Priority Queue)
LeetCode,Heap,1902. Car Fleet II,https://leetcode.com/problems/car-fleet-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,1912. Number of Restricted Paths From First to Last Node,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,Medium,Heap (Priority Queue)
LeetCode,Heap,1917. Maximum Average Pass Ratio,https://leetcode.com/problems/maximum-average-pass-ratio,Medium,Heap (Priority Queue)
LeetCode,Heap,1928. Number of Orders in the Backlog,https://leetcode.com/problems/number-of-orders-in-the-backlog,Medium,Heap (Priority Queue)
LeetCode,Heap,1959. Minimum Path Cost in a Hidden Grid,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid,Medium,Heap (Priority Queue)
LeetCode,Heap,1953. Finding MK Average,https://leetcode.com/problems/finding-mk-average,Hard,Heap (Priority Queue)
LeetCode,Heap,1962. Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu,Medium,Heap (Priority Queue)
LeetCode,Heap,1955. Seat Reservation Manager,https://leetcode.com/problems/seat-reservation-manager,Medium,Heap (Priority Queue)
LeetCode,Heap,1977. Minimum Interval to Include Each Query,https://leetcode.com/problems/minimum-interval-to-include-each-query,Hard,Heap (Priority Queue)
LeetCode,Heap,1990. Get Biggest Three Rhombus Sums in a Grid,https://leetcode.com/problems/get-biggest-three-rhombus-sums-in-a-grid,Medium,Heap (Priority Queue)
LeetCode,Heap,2012. Process Tasks Using Servers,https://leetcode.com/problems/process-tasks-using-servers,Medium,Heap (Priority Queue)
LeetCode,Heap,2023. Design Movie Rental System,https://leetcode.com/problems/design-movie-rental-system,Hard,Heap (Priority Queue)
LeetCode,Heap,2054. The Number of the Smallest Unoccupied Chair,https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair,Medium,Heap (Priority Queue)
LeetCode,Heap,2094. Remove Stones to Minimize the Total,https://leetcode.com/problems/remove-stones-to-minimize-the-total,Medium,Heap (Priority Queue)
LeetCode,Heap,2113. Find the Kth Largest Integer in the Array,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array,Medium,Heap (Priority Queue)
LeetCode,Heap,2142. Average Height of Buildings in Each Segment,https://leetcode.com/problems/average-height-of-buildings-in-each-segment,Medium,Heap (Priority Queue)
LeetCode,Heap,2161. Stock Price Fluctuation ,https://leetcode.com/problems/stock-price-fluctuation,Medium,Heap (Priority Queue)
LeetCode,Heap,2164. Two Best Non-Overlapping Events,https://leetcode.com/problems/two-best-non-overlapping-events,Medium,Heap (Priority Queue)
LeetCode,Heap,2230. Minimum Cost to Reach City With Discounts,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts,Medium,Heap (Priority Queue)
LeetCode,Heap,2204. Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,Easy,Heap (Priority Queue)
LeetCode,Heap,2207. Sequentially Ordinal Rank Tracker,https://leetcode.com/problems/sequentially-ordinal-rank-tracker,Hard,Heap (Priority Queue)
LeetCode,Heap,2250. K Highest Ranked Items Within a Price Range,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range,Medium,Heap (Priority Queue)
LeetCode,Heap,2267. Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,Hard,Heap (Priority Queue)
LeetCode,Heap,2300. Construct String With Repeat Limit,https://leetcode.com/problems/construct-string-with-repeat-limit,Medium,Heap (Priority Queue)
LeetCode,Heap,2321. Minimum Weighted Subgraph With the Required Paths,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths,Hard,Heap (Priority Queue)
LeetCode,Heap,2310. Minimum Operations to Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum,Medium,Heap (Priority Queue)
LeetCode,Heap,2327. Largest Number After Digit Swaps by Parity,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity,Easy,Heap (Priority Queue)
LeetCode,Heap,2329. Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments,Medium,Heap (Priority Queue)
LeetCode,Heap,2396. Design Video Sharing Platform,https://leetcode.com/problems/design-video-sharing-platform,Hard,Heap (Priority Queue)
LeetCode,Heap,1419. Make Array Non-decreasing or Non-increasing,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing,Hard,Heap (Priority Queue)
LeetCode,Heap,2379. Maximum Total Importance of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads,Medium,Heap (Priority Queue)
LeetCode,Heap,2375. Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,Hard,Heap (Priority Queue)
LeetCode,Heap,2418. Minimum Sum of Squared Difference,https://leetcode.com/problems/minimum-sum-of-squared-difference,Medium,Heap (Priority Queue)
LeetCode,Heap,2412. Minimum Amount of Time to Fill Cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups,Easy,Heap (Priority Queue)
LeetCode,Heap,2413. Smallest Number in Infinite Set,https://leetcode.com/problems/smallest-number-in-infinite-set,Medium,Heap (Priority Queue)
LeetCode,Heap,2473. Max Sum of a Pair With Equal Sum of Digits,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,Medium,Heap (Priority Queue)
LeetCode,Heap,2422. Query Kth Smallest Trimmed Number,https://leetcode.com/problems/query-kth-smallest-trimmed-number,Medium,Heap (Priority Queue)
LeetCode,Heap,2423. Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,Hard,Heap (Priority Queue)
LeetCode,Heap,2434. Design a Number Container System,https://leetcode.com/problems/design-a-number-container-system,Medium,Heap (Priority Queue)
LeetCode,Heap,2429. Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system,Medium,Heap (Priority Queue)
LeetCode,Heap,2436. Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts,Easy,Heap (Priority Queue)
LeetCode,Heap,2462. Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array,Hard,Heap (Priority Queue)
LeetCode,Heap,2449. Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget,Hard,Heap (Priority Queue)
LeetCode,Heap,2479. Meeting Rooms III,https://leetcode.com/problems/meeting-rooms-iii,Hard,Heap (Priority Queue)
LeetCode,Heap,2488. Divide Intervals Into Minimum Number of Groups,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,Medium,Heap (Priority Queue)
LeetCode,Heap,2512. Longest Uploaded Prefix,https://leetcode.com/problems/longest-uploaded-prefix,Medium,Heap (Priority Queue)
LeetCode,Heap,2549. Next Greater Element IV,https://leetcode.com/problems/next-greater-element-iv,Hard,Heap (Priority Queue)
LeetCode,Heap,2543. Most Popular Video Creator,https://leetcode.com/problems/most-popular-video-creator,Medium,Heap (Priority Queue)
LeetCode,Heap,2553. Total Cost to Hire K Workers,https://leetcode.com/problems/total-cost-to-hire-k-workers,Medium,Heap (Priority Queue)
LeetCode,Heap,2612. Minimum Cost to Buy Apples,https://leetcode.com/problems/minimum-cost-to-buy-apples,Medium,Heap (Priority Queue)
LeetCode,Heap,2590. Maximum Star Sum of a Graph,https://leetcode.com/problems/maximum-star-sum-of-a-graph,Medium,Heap (Priority Queue)
LeetCode,Heap,2585. Delete Greatest Value in Each Row,https://leetcode.com/problems/delete-greatest-value-in-each-row,Easy,Heap (Priority Queue)
LeetCode,Heap,2588. Maximum Number of Points From Grid Queries,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,Hard,Heap (Priority Queue)
LeetCode,Heap,2603. Reward Top K Students,https://leetcode.com/problems/reward-top-k-students,Medium,Heap (Priority Queue)
LeetCode,Heap,2616. Maximal Score After Applying K Operations,https://leetcode.com/problems/maximal-score-after-applying-k-operations,Medium,Heap (Priority Queue)
LeetCode,Heap,2642. Time to Cross a Bridge,https://leetcode.com/problems/time-to-cross-a-bridge,Hard,Heap (Priority Queue)
LeetCode,Heap,2636. Maximum Subsequence Score,https://leetcode.com/problems/maximum-subsequence-score,Medium,Heap (Priority Queue)
LeetCode,Heap,2681. Put Marbles in Bags,https://leetcode.com/problems/put-marbles-in-bags,Hard,Heap (Priority Queue)
LeetCode,Heap,2692. Take Gifts From the Richest Pile,https://leetcode.com/problems/take-gifts-from-the-richest-pile,Easy,Heap (Priority Queue)
LeetCode,Heap,2711. Minimum Time to Visit a Cell In a Grid,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid,Hard,Heap (Priority Queue)
LeetCode,Heap,2695. Find Score of an Array After Marking All Elements,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,Medium,Heap (Priority Queue)
LeetCode,Heap,2674. Make the Prefix Sum Non-negative,https://leetcode.com/problems/make-the-prefix-sum-non-negative,Medium,Heap (Priority Queue)
LeetCode,Heap,2725. Mice and Cheese,https://leetcode.com/problems/mice-and-cheese,Medium,Heap (Priority Queue)
LeetCode,Heap,2697. Minimum Number of Visited Cells in a Grid,https://leetcode.com/problems/minimum-number-of-visited-cells-in-a-grid,Hard,Heap (Priority Queue)
LeetCode,Heap,2678. Design Graph With Shortest Path Calculator,https://leetcode.com/problems/design-graph-with-shortest-path-calculator,Hard,Heap (Priority Queue)
LeetCode,Heap,2686. Minimum Cost of a Path With Special Roads,https://leetcode.com/problems/minimum-cost-of-a-path-with-special-roads,Medium,Heap (Priority Queue)
LeetCode,Heap,2728. Sum in a Matrix,https://leetcode.com/problems/sum-in-a-matrix,Medium,Heap (Priority Queue)
LeetCode,Heap,2803. Modify Graph Edge Weights,https://leetcode.com/problems/modify-graph-edge-weights,Hard,Heap (Priority Queue)
LeetCode,Heap,2865. Find Shortest Path with K Hops,https://leetcode.com/problems/find-shortest-path-with-k-hops,Hard,Heap (Priority Queue)
LeetCode,Heap,2880. Find the Closest Marked Node,https://leetcode.com/problems/find-the-closest-marked-node,Medium,Heap (Priority Queue)
LeetCode,Heap,2868. Continuous Subarrays,https://leetcode.com/problems/continuous-subarrays,Medium,Heap (Priority Queue)
LeetCode,Heap,2914. Find the Safest Path in a Grid,https://leetcode.com/problems/find-the-safest-path-in-a-grid,Medium,Heap (Priority Queue)
LeetCode,Heap,2894. Maximum Elegance of a K-Length Subsequence,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence,Hard,Heap (Priority Queue)
LeetCode,Heap,3107. Maximum Spending After Buying Items,https://leetcode.com/problems/maximum-spending-after-buying-items,Hard,Heap (Priority Queue)
LeetCode,Heap,3181. Find Building Where Alice and Bob Can Meet,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,Hard,Heap (Priority Queue)
LeetCode,Heap,3209. Minimum Number of Coins for Fruits,https://leetcode.com/problems/minimum-number-of-coins-for-fruits,Medium,Heap (Priority Queue)
LeetCode,Heap,3217. Number of Possible Sets of Closing Branches,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches,Hard,Heap (Priority Queue)
LeetCode,Heap,3268. Minimum Number of Coins for Fruits II,https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,3218. Find Number of Coins to Place in Tree Nodes,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes,Hard,Heap (Priority Queue)
LeetCode,Heap,3226. Minimum Number Game,https://leetcode.com/problems/minimum-number-game,Easy,Heap (Priority Queue)
LeetCode,Heap,3260. Divide an Array Into Subarrays With Minimum Cost II,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,3289. Earliest Second to Mark Indices II,https://leetcode.com/problems/earliest-second-to-mark-indices-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,3332. Minimum Operations to Exceed Threshold Value II,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii,Medium,Heap (Priority Queue)
LeetCode,Heap,3306. Mark Elements on Array by Performing Queries,https://leetcode.com/problems/mark-elements-on-array-by-performing-queries,Medium,Heap (Priority Queue)
LeetCode,Heap,3354. Replace Question Marks in String to Minimize Its Value,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value,Medium,Heap (Priority Queue)
LeetCode,Heap,3363. Most Frequent IDs,https://leetcode.com/problems/most-frequent-ids,Medium,Heap (Priority Queue)
LeetCode,Heap,3389. Minimum Time to Visit Disappearing Nodes,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes,Medium,Heap (Priority Queue)
LeetCode,Heap,3386. Find Edges in Shortest Paths,https://leetcode.com/problems/find-edges-in-shortest-paths,Hard,Heap (Priority Queue)
LeetCode,Heap,3445. Lexicographically Minimum String After Removing Stars,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars,Medium,Heap (Priority Queue)
LeetCode,Heap,3555. Final Array State After K Multiplication Operations I,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i,Easy,Heap (Priority Queue)
LeetCode,Heap,3556. Final Array State After K Multiplication Operations II,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,3495. K-th Nearest Obstacle Queries,https://leetcode.com/problems/k-th-nearest-obstacle-queries,Medium,Heap (Priority Queue)
LeetCode,Heap,3558. Find a Safe Walk Through a Grid,https://leetcode.com/problems/find-a-safe-walk-through-a-grid,Medium,Heap (Priority Queue)
LeetCode,Heap,3496. Minimum Number of Seconds to Make Mountain Height Zero,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero,Medium,Heap (Priority Queue)
LeetCode,Heap,3610. Find X-Sum of All K-Long Subarrays I,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i,Easy,Heap (Priority Queue)
LeetCode,Heap,3592. Find X-Sum of All K-Long Subarrays II,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-ii,Hard,Heap (Priority Queue)
LeetCode,Heap,3627. Find Minimum Time to Reach Last Room I,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i,Medium,Heap (Priority Queue)
LeetCode,Heap,3628. Find Minimum Time to Reach Last Room II,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-ii,Medium,Heap (Priority Queue)
LeetCode,Heap,3647. Zero Array Transformation III,https://leetcode.com/problems/zero-array-transformation-iii,Medium,Heap (Priority Queue)
LeetCode,Heap,3710. Design an Array Statistics Tracker ,https://leetcode.com/problems/design-an-array-statistics-tracker,Hard,Heap (Priority Queue)
LeetCode,Heap,3655. Digit Operations to Make Two Integers Equal,https://leetcode.com/problems/digit-operations-to-make-two-integers-equal,Medium,Heap (Priority Queue)
LeetCode,Heap,3735. Design a 3D Binary Matrix with Efficient Layer Tracking,https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking,Medium,Heap (Priority Queue)
LeetCode,Heap,3678. Design Task Manager,https://leetcode.com/problems/design-task-manager,Medium,Heap (Priority Queue)
LeetCode,Heap,3698. Minimum Operations to Make Subarray Elements Equal,https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal,Medium,Heap (Priority Queue)
LeetCode,Heap,3764. Maximum Sum With at Most K Elements,https://leetcode.com/problems/maximum-sum-with-at-most-k-elements,Medium,Heap (Priority Queue)
LeetCode,Heap,3818. Maximize Profit from Task Assignment,https://leetcode.com/problems/maximize-profit-from-task-assignment,Medium,Heap (Priority Queue)
LeetCode,Heap,3759. Choose K Elements With Maximum Sum,https://leetcode.com/problems/choose-k-elements-with-maximum-sum,Medium,Heap (Priority Queue)
LeetCode,Heap,3717. Minimum Operations to Make Elements Within K Subarrays Equal,https://leetcode.com/problems/minimum-operations-to-make-elements-within-k-subarrays-equal,Hard,Heap (Priority Queue)
LeetCode,Heap,3814. Find Time Required to Eliminate Bacterial Strains,https://leetcode.com/problems/find-time-required-to-eliminate-bacterial-strains,Hard,Heap (Priority Queue)
LeetCode,Heap,3773. Minimum Pair Removal to Sort Array I,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i,Easy,Heap (Priority Queue)
